Results,Entity,Line,Column,CheckID,Check Name,Ignored,Note,Severity
    "Unused Parameter","noSpilling","782","67","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","writableByteChannelFactory","785","37","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","badRecordErrorHandler","788","47","RECOMMENDED_18","Unused Local Variables","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 1295","TextIO.java","981","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: withBadRecordErrorHandler defined but not called.","withBadRecordErrorHandler","1066","43","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Write defined but not called.","Write","1211","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: to defined but not called.","to","1220","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: toResource defined but not called.","toResource","1237","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: to defined but not called.","to","1243","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: to defined but not called.","to","1255","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: to defined but not called.","to","1267","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withTempDirectory defined but not called.","withTempDirectory","1276","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withTempDirectory defined but not called.","withTempDirectory","1281","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withShardNameTemplate defined but not called.","withShardNameTemplate","1286","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withSuffix defined but not called.","withSuffix","1291","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withNumShards defined but not called.","withNumShards","1296","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withNumShards defined but not called.","withNumShards","1301","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withoutSharding defined but not called.","withoutSharding","1306","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withDelimiter defined but not called.","withDelimiter","1311","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withWritableByteChannelFactory defined but not called.","withWritableByteChannelFactory","1326","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withCompression defined but not called.","withCompression","1332","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withWindowedWrites defined but not called.","withWindowedWrites","1337","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withAutoSharding defined but not called.","withAutoSharding","1342","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withNoSpilling defined but not called.","withNoSpilling","1347","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withBatchSize defined but not called.","withBatchSize","1352","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withBatchSizeBytes defined but not called.","withBatchSizeBytes","1357","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withBatchMaxBufferingDuration defined but not called.","withBatchMaxBufferingDuration","1362","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: populateDisplayData defined but not called.","populateDisplayData","1383","16","RECOMMENDED_13","Unused Functions","","",""
    "Violation: expand defined but not called.","expand","1388","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: values defined but not called.","values","1396","14","RECOMMENDED_13","Unused Functions","","",""
    "Violation: valueOf defined but not called.","valueOf","1396","14","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","s","1396","14","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: CompressionType defined but not called.","CompressionType","1420","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: matches defined but not called.","matches","1425","19","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","header","1452","40","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","footer","1454","40","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: write defined but not called.","write","1482","16","RECOMMENDED_13","Unused Functions","","",""
    "Violation: TextIO defined but not called.","TextIO","1497","10","RECOMMENDED_13","Unused Functions","","",""
  "<a id=""12"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\Pipeline.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\runners\dataflow\DataflowRunner.java line: 187","Pipeline.java","72","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\runners\dataflow\DataflowRunner.java line: 186","Pipeline.java","71","0","RECOMMENDED_20","Duplicate Code","","",""
    "Max Length(200) Exceeded: {'CountLine': 742} lines.","Pipeline.java","0","0","RECOMMENDED_02","Files too long","","",""
    "Unreachable Code","applyInternal","0","0","RECOMMENDED_12","Unreachable Code","","",""
    "Future work needed: key phrase 'todo' found","Pipeline.java","128","13","RECOMMENDED_19","Comments Indicating Future Fixes","","",""
    "Future work needed: key phrase 'todo' found","Pipeline.java","157","4","RECOMMENDED_19","Comments Indicating Future Fixes","","",""
    "Violation: forTransformHierarchy defined but not called.","forTransformHierarchy","199","25","RECOMMENDED_13","Unused Functions","","",""
    "Violation: enterCompositeTransform defined but not called.","enterCompositeTransform","229","35","RECOMMENDED_13","Unused Functions","","",""
    "Violation: leaveCompositeTransform defined but not called.","leaveCompositeTransform","241","22","RECOMMENDED_13","Unused Functions","","",""
    "Violation: visitPrimitiveTransform defined but not called.","visitPrimitiveTransform","250","22","RECOMMENDED_13","Unused Functions","","",""
    "Violation: enterCompositeTransform defined but not called.","enterCompositeTransform","272","35","RECOMMENDED_13","Unused Functions","","",""
    "Violation: visitPrimitiveTransform defined but not called.","visitPrimitiveTransform","288","22","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getCoderRegistry defined but not called.","getCoderRegistry","336","23","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getSchemaRegistry defined but not called.","getSchemaRegistry","343","24","RECOMMENDED_13","Unused Functions","","",""
    "Violation: registerBadRecordErrorHandler defined but not called.","registerBadRecordErrorHandler","350","66","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setCoderRegistry defined but not called.","setCoderRegistry","365","14","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","p","381","32","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: enterCompositeTransform defined but not called.","enterCompositeTransform","389","22","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","node","389","70","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: leaveCompositeTransform defined but not called.","leaveCompositeTransform","395","9","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","node","395","57","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: visitPrimitiveTransform defined but not called.","visitPrimitiveTransform","401","9","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","node","401","57","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: visitValue defined but not called.","visitValue","404","9","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","value","404","27","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","producer","404","58","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","pipeline","407","32","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: values defined but not called.","values","413","9","RECOMMENDED_13","Unused Functions","","",""
    "Violation: valueOf defined but not called.","valueOf","413","9","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","s","413","9","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: enterPipeline defined but not called.","enterPipeline","435","18","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","node","440","79","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: leaveCompositeTransform defined but not called.","leaveCompositeTransform","445","18","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","node","445","66","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","node","448","66","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: visitValue defined but not called.","visitValue","451","18","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","value","451","36","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","producer","451","67","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: leavePipeline defined but not called.","leavePipeline","454","18","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","pipeline","454","41","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: applyTransform defined but not called.","applyTransform","488","73","RECOMMENDED_13","Unused Functions","","",""
    "Violation: applyTransform defined but not called.","applyTransform","505","73","RECOMMENDED_13","Unused Functions","","",""
    "Violation: applyInternal defined but not called.","applyInternal","547","67","RECOMMENDED_13","Unused Functions","","",""
    "Violation: enterCompositeTransform defined but not called.","enterCompositeTransform","671","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: visitPrimitiveTransform defined but not called.","visitPrimitiveTransform","679","16","RECOMMENDED_13","Unused Functions","","",""
    "Violation: apply defined but not called.","apply","686","18","RECOMMENDED_13","Unused Functions","","",""
    "Violation: apply defined but not called.","apply","703","18","RECOMMENDED_13","Unused Functions","","",""
    "Violation: apply defined but not called.","apply","718","18","RECOMMENDED_13","Unused Functions","","",""
    "Violation: apply defined but not called.","apply","728","19","RECOMMENDED_13","Unused Functions","","",""
  "<a id=""13"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\schemas\Schema.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\bigtable\BigtableIOTest.java line: 56","Schema.java","24","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\test\java\org\apache\beam\sdk\io\gcp\bigtable\BigtableIOTest.java line: 55","Schema.java","23","0","RECOMMENDED_20","Duplicate Code","","",""
    "Max Length(200) Exceeded: {'CountLine': 1430} lines.","Schema.java","0","0","RECOMMENDED_02","Files too long","","",""
    "Violation: wrap defined but not called.","wrap","71","28","RECOMMENDED_13","Unused Functions","","",""
    "Violation: equals defined but not called.","equals","76","19","RECOMMENDED_13","Unused Functions","","",""
    "Violation: hashCode defined but not called.","hashCode","84","15","RECOMMENDED_13","Unused Functions","","",""
    "Violation: toString defined but not called.","toString","89","18","RECOMMENDED_13","Unused Functions","","",""
    "Future work needed: key phrase 'todo' found","Schema.java","58","14","RECOMMENDED_19","Comments Indicating Future Fixes","","",""
    "Violation: addFields defined but not called.","addFields","122","19","RECOMMENDED_13","Unused Functions","","",""
    "Violation: addNullableByteField defined but not called.","addNullableByteField","151","19","RECOMMENDED_13","Unused Functions","","",""
    "Violation: addNullableByteArrayField defined but not called.","addNullableByteArrayField","160","19","RECOMMENDED_13","Unused Functions","","",""
    "Violation: addNullableInt16Field defined but not called.","addNullableInt16Field","169","19","RECOMMENDED_13","Unused Functions","","",""
    "Violation: addNullableInt32Field defined but not called.","addNullableInt32Field","178","19","RECOMMENDED_13","Unused Functions","","",""
    "Violation: addNullableInt64Field defined but not called.","addNullableInt64Field","187","19","RECOMMENDED_13","Unused Functions","","",""
